id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment	order	familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	ILS	Sum (div+var+invsim)	inverse similarity
24491	('Group1=', 3, ', Group2=', 2, ', Group3=', 5, 'ComparisonGroup=', 1)	2022-03-03 15:23:01.762315	2022-03-03 15:27:44.749804	282,987489	False	2	36-45	female	>5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	6	1	3	5	5	5	more	0,0,0,0,0,0,0	33,935047	1,530648455	0.48	5	1
32143	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-03 16:14:33.913560	2022-03-03 16:20:33.874989	359,961429	False	2	26-35	male	2--3	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['prepared', 'similar', 'similar', 'prepared', 'prepared', 'similar', 'similar']	1	1	1	5	1	1	more	0,0,0,0,0,0,0	53,332557	1,726992406	0.48	3	1
70778	('Group1=', 6, ', Group2=', 2, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-03 14:51:27.182093	2022-03-03 14:58:43.289673	436,10758	False	2	26-35	male	4--5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'never', 'never', 'never', 'similar', 'never', 'never']	4	2	2	5	1	2	more	2,0,0,2,0,0,0	56,672643	1,753373467	0.48	5	1
35322	('Group1=', 6, ', Group2=', 2, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-03 15:21:47.272872	2022-03-03 15:25:42.219800	234,946928	False	2	26-35	female	4--5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'similar', 'similar', 'never', 'similar', 'similar', 'similar']	2	1	1	5	5	5	more	0,0,0,0,0,0,0	26,722227	1,426872649	0.48	3	1
24838	('Group1=', 3, ', Group2=', 2, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-03 15:36:23.494321	2022-03-03 15:40:27.138494	243,644173	False	2	36-45	female	>5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['never', 'never', 'never', 'never', 'never', 'never', 'never']	1	1	1	1	3	3	more	0,0,0,0,0,0,0	33,06474	1,519365112	0.48	7	5
80838	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-03 17:07:45.960242	2022-03-03 17:12:53.671844	307,711602	False	2	36-45	male	4--5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['prepared', 'similar', 'similar', 'similar', 'prepared', 'similar', 'similar']	5	1	1	5	3	4	exactly	0,0,0,0,0,0,0	38,094608	1,580863509	0.48	3	1
85648	('Group1=', 7, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-03 16:05:36.498668	2022-03-03 16:11:25.027505	348,528837	False	2	36-45	not disclose	<1	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	7	2	2	4	4	4	more	0,0,0,0,0,0,0	55,710119	1,745934086	0.48	6	2
15665	('Group1=', 7, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-03 15:29:31.561808	2022-03-03 15:34:09.880846	278,319038	False	2	36-45	male	4--5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'similar', 'similar', 'similar', 'never', 'similar', 'never']	1	2	3	2	3	4	exactly	0,0,0,0,0,0,0	61,611051	1,789658617	0.48	9	4
32398	('Group1=', 7, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-03 15:04:33.148949	2022-03-03 15:16:44.338740	731,189791	False	2	36-45	female	>5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	3	1	1	5	3	4	more	0,0,0,0,2,0,0	65,587282	1,816819634	0.48	3	1
21112	('Group1=', 6, ', Group2=', 4, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-03 15:49:12.627894	2022-03-03 15:56:34.068078	441,440184	False	2	26-35	male	2--3	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'prepared', 'similar', 'never', 'similar', 'similar', 'prepared']	2	4	5	5	5	4	more	0,0,0,0,0,0,0	31,310682	1,495692527	0.48	10	1
89235	('Group1=', 5, ', Group2=', 7, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-03 14:43:30.222693	2022-03-03 14:48:23.408559	293,185866	False	2	19-25	male	2--3	vegetarian	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['never', 'never', 'never', 'never', 'never', 'never', 'never']	5	1	1	5	2	2	exactly	0,0,0,0,0,0,0	38,906986	1,590027589	0.48	3	1
73987	('Group1=', 5, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-03 14:38:32.895395	2022-03-03 14:52:27.699055	834,80366	False	2	36-45	female	>5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['prepared', 'similar', 'similar', 'never', 'never', 'prepared', 'similar']	4	4	5	4	3	4	exactly	0,0,0,0,0,0,0	120,022889	2,079264076	0.48	11	2
22603	('Group1=', 4, ', Group2=', 6, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-03 14:36:10.960108	2022-03-03 14:49:35.022263	804,062155	False	2	36-45	male	>5	lactose	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['prepared', 'similar', 'prepared', 'prepared', 'prepared', 'similar', 'similar']	1	2	2	4	4	4	exactly	0,0,0,0,0,0,0	63,402319	1,802105143	0.48	6	2
59917	('Group1=', 4, ', Group2=', 6, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-03 14:40:26.680998	2022-03-03 14:54:29.481539	842,800541	False	2	46-55	female	>5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['never', 'never', 'never', 'never', 'never', 'never', 'never']	2	2	4	4	2	4	more	0,0,0,0,0,0,0	91,801548	1,962850005	0.48	8	2
49187	('Group1=', 1, ', Group2=', 6, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-03 14:35:27.696723	2022-03-03 14:38:36.496310	188,799587	False	2	36-45	male	2--3	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['similar', 'never', 'never', 'never', 'never', 'never', 'never']	1	4	4	4	4	4	more	0,0,0,0,0,0,0	21,747308	1,337405505	0.48	10	2
14376	('Group1=', 7, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-03 15:00:58.512445	2022-03-03 15:14:19.397049	800,884604	False	2	26-35	female	>5	none	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['prepared', 'similar', 'never', 'prepared', 'never', 'never', 'never']	2	4	3	4	3	4	more	0,0,0,0,0,0,0	35,795334	1,553826419	0.48	9	2
93403	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-03 14:38:01.249366	2022-03-03 14:42:22.559935	261,310569	False	2	26-35	male	<1	vegetarian	Collection	Chocolate Chocolate Chip Muffins, Double Chocolate Cherry MuffinsChocolate Chocolate Chip Nut MuffinsChocolate Raisin Oatmeal Muffins, Moist Chocolate Muffins, Healthy Chocolate Morning MuffinsChocolate Protein Muffins	['never', 'never', 'never', 'never', 'never', 'never', 'never']	6	1	1	5	2	2	none	0,0,0,0,0,0,0	31,473588	1,497946255	0.48	3	1
3636	('Group1=', 4, ', Group2=', 7, ', Group3=', 8, 'ComparisonGroup=', 3)	2022-02-26 23:44:58.604513	2022-02-26 23:49:42.402814	283,798301	False	2	26-35	male	<1	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'never', 'never', 'prepared', 'never']	5	5	5	3	2	3	more	0,0,0,0,0,0,0	45,32765	1,656363204	0.35	13	3
26895	('Group1=', 4, ', Group2=', 6, ', Group3=', 9, 'ComparisonGroup=', 2)	2022-02-27 02:06:31.977947	2022-02-27 02:13:30.125850	418,147903	False	2	26-35	male	2--3	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'prepared', 'similar', 'prepared', 'similar', 'prepared']	5	4	5	4	5	4	exactly	0,0,0,0,0,0,0	74,969503	1,874884632	0.35	11	2
98088	('Group1=', 4, ', Group2=', 7, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-02-27 00:51:51.557686	2022-02-27 01:01:56.264223	604,706537	False	2	36-45	female	2--3	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'similar', 'never', 'prepared', 'similar']	6	3	4	5	4	4	exactly	0,0,0,0,0,0,0	39,990627	1,601958213	0.35	8	1
58203	('Group1=', 4, ', Group2=', 3, ', Group3=', 8, 'ComparisonGroup=', 1)	2022-02-24 14:12:55.739305	2022-02-24 14:26:44.935449	829,196144	False	2	36-45	male	1	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'prepared', 'prepared', 'similar', 'similar', 'similar', 'similar']	6	4	3	4	3	3	more	0,0,0,0,0,0,0	189,746337	2,278173401	0.35	9	2
40986	('Group1=', 4, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-02-27 01:04:06.977434	2022-02-27 01:10:07.486601	360,509167	False	2	26-35	male	2--3	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'prepared', 'similar', 'similar', 'similar', 'similar', 'similar']	1	4	5	4	5	4	exactly	0,1,0,0,0,0,0	48,53578	1,686062013	0.35	11	2
69498	('Group1=', 8, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-02-27 02:23:58.267100	2022-02-27 02:25:50.087063	111,819963	False	2	26-35	male	4--5	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'never', 'similar', 'similar', 'never', 'never']	4	4	5	4	5	4	exactly	0,0,0,0,0,0,0	19,48329	1,289662295	0.35	11	2
30257	('Group1=', 3, ', Group2=', 4, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-02-27 00:12:14.453511	2022-02-27 00:25:57.779126	823,325615	False	2	26-35	male	2--3	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'never', 'never', 'never', 'never']	6	3	3	4	4	4	more	0,0,0,0,0,0,0	84,923967	1,929030273	0.35	8	2
15933	('Group1=', 8, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-02-26 23:47:51.118802	2022-02-26 23:52:59.118580	307,999778	False	2	26-35	male	4--5	vegan	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'prepared', 'similar', 'never', 'never', 'similar', 'prepared']	5	5	4	3	4	4	more	0,0,0,0,0,0,0	27,722961	1,442839614	0.35	12	3
33451	('Group1=', 9, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 00:26:42.433815	2022-02-27 00:29:30.304743	167,870928	True	2	19-25	female	2--3	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'never', 'never', 'never', 'never']	4	3	4	4	4	4	none	0,0,0,0,0,0,0	29,260069	1,466275346	0.35	9	2
29822	('Group1=', 8, ', Group2=', 4, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-02-26 23:38:57.630312	2022-02-26 23:43:56.309903	298,679591	False	2	36-45	male	2--3	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['prepared', 'prepared', 'prepared', 'prepared', 'never', 'prepared', 'never']	5	2	2	4	4	5	exactly	0,0,0,0,0,0,0	41,231755	1,615231821	0.35	6	2
58423	('Group1=', 2, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 01:19:43.563713	2022-02-27 01:27:56.452345	492,888632	False	2	26-35	male	1	religious	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'similar', 'similar', 'never', 'similar']	5	4	5	4	5	4	more	0,0,0,0,0,0,0	16,527051	1,218195367	0.35	11	2
61905	('Group1=', 9, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-02-26 23:42:26.897509	2022-02-26 23:47:00.479534	273,582025	False	2	26-35	female	>5	lactose	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'prepared', 'similar', 'prepared', 'never', 'similar']	6	3	4	5	4	3	exactly	0,0,0,0,0,0,0	28,492678	1,45473327	0.35	8	1
65367	('Group1=', 9, ', Group2=', 4, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-02-27 00:19:05.125875	2022-02-27 00:33:48.038646	882,912771	False	2	19-25	male	1	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'similar', 'never', 'similar', 'never', 'similar', 'never']	2	5	4	1	2	3	exactly	0,0,0,0,0,0,0	101,625887	2,007004349	0.35	14	5
79582	('Group1=', 8, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-02-27 00:44:03.468798	2022-02-27 00:59:26.666290	923,197492	False	2	56-65	female	>5	allergies	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['prepared', 'similar', 'never', 'prepared', 'similar', 'prepared', 'never']	7	4	4	2	4	5	more	0,0,0,0,0,0,0	85,814284	1,933559583	0.35	12	4
4749	('Group1=', 8, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 4)	2022-02-24 12:39:22.783236	2022-02-24 12:45:45.986028	383,202792	False	2	36-45	female	4--5	gluten	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'prepared', 'prepared', 'similar', 'similar', 'similar']	3	4	3	4	3	2	exactly	0,0,0,0,0,0,0	34,807472	1,541672482	0.35	9	2
6586	('Group1=', 9, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 4)	2022-02-24 13:33:14.691815	2022-02-24 13:56:05.951756	1371,259941	False	2	26-35	male	1	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'prepared', 'prepared', 'similar', 'similar', 'prepared', 'similar']	6	4	5	3	4	4	more	0,0,0,0,0,0,0	67,606211	1,829986597	0.35	12	3
84455	('Group1=', 9, ', Group2=', 3, ', Group3=', 4, 'ComparisonGroup=', 3)	2022-02-26 23:37:49.983554	2022-02-27 00:13:23.139044	2133,15549	False	2	>65	male	4--5	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'never', 'similar', 'similar', 'never', 'similar']	1	4	3	2	2	4	more	2,2,1,1,1,1,1	398,630824	2,600570877	0.35	11	4
43887	('Group1=', 9, ', Group2=', 3, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-02-27 00:39:18.587229	2022-02-27 00:44:02.493960	283,906731	False	2	26-35	male	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'never', 'similar', 'never', 'never']	6	4	4	3	5	5	more	0,0,0,0,0,0,0	31,714852	1,501262689	0.35	11	3
55848	('Group1=', 2, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-02-26 23:58:59.753195	2022-02-27 00:11:17.764069	738,010874	False	2	26-35	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'similar', 'never', 'similar', 'never']	7	4	4	2	2	4	more	2,1,2,2,1,2,2	105,355239	2,022656137	0.35	12	4
77837	('Group1=', 8, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-02-27 01:19:39.801196	2022-02-27 01:24:16.302861	276,501665	False	2	26-35	female	4--5	other	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'similar', 'never', 'similar', 'similar', 'never', 'similar']	4	4	5	4	5	4	more	0,0,0,0,0,0,0	22,321953	1,348732189	0.35	11	2
50138	('Group1=', 8, ', Group2=', 6, ', Group3=', 4, 'ComparisonGroup=', 3)	2022-02-26 23:36:22.974103	2022-02-26 23:45:06.709624	523,735521	False	2	36-45	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	5	4	4	4	4	4	more	0,0,0,0,0,0,0	36,11313	1,557665131	0.35	10	2
53588	('Group1=', 4, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 15:02:00.853455	2022-03-01 15:11:03.221956	542,368501	False	2	26-35	male	2--3	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'prepared', 'never', 'never', 'never']	6	4	4	2	4	4	more	0,1,0,0,0,1,0	147,163138	2,16779904	0.35	12	4
